nces_id,school_name,american_indian/alaska_native,asian,black,hispanic,white,native_hawaiian/pacific_islander,two_or_more,total_enrollment,student_teacher_ratio,zip,county,address,free_lunch,reduced_lunch,is_special_ed,is_charter,status
361767001584,GEORGE SOUTHARD ELEMENTARY SCHOOL,1,3,19,43,253,0,37,356.0,11.4300000,14094,Niagara County,6385 LOCUST EXT,181.00000,17.00000,0,0,Open
363171004227,GEORGE W HEWLETT HIGH SCHOOL,8,94,97,192,603,2,17,1013.0,10.5800000,11557,Nassau County,60 EVERIT AVE,272.00000,32.00000,0,0,Open
362019001852,GEORGE W MILLER ELEMENTARY SCHOOL,1,51,36,153,168,1,16,426.0,11.8600000,10954,Rockland County,50 BLAUVELT RD,121.00000,10.00000,0,0,Open
360010105734,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,6,28,238,90,8,6,11,387.0,12.5600000,11413,Queens County,143-10 SPRINGFIELD BLVD,284.00000,3.00000,0,0,Open
361662001473,GEORGE WASHINGTON ELEMENTARY SCHOOL,0,27,30,199,164,0,12,432.0,12.1600000,10547,Westchester County,3634 LEXINGTON AVE,130.00000,25.00000,0,0,Open
361563001356,GEORGE WASHINGTON MIDDLE SCHOOL,2,3,37,166,217,0,42,467.0,8.8400000,14701,Chautauqua County,159 BUFFALO ST,416.00000,2.00000,0,0,Open
361629001432,GEORGE WASHINGTON SCHOOL,1,14,52,198,214,0,35,514.0,11.9000000,12401,Ulster County,67 WALL ST,227.00000,2.00000,0,0,Open
363066004122,GEORGE WASHINGTON SCHOOL,0,33,64,184,59,1,8,349.0,13.0600000,11552,Nassau County,347 WILLIAM ST,156.00000,19.00000,0,0,Open
363126004179,GEORGE WASHINGTON SCHOOL,1,30,49,397,92,0,31,600.0,10.9200000,10604,Westchester County,100 ORCHARD ST,308.00000,18.00000,0,0,Open
362082002937,GERALDINE J MANN SCHOOL,4,53,34,46,250,1,37,425.0,16.4100000,14304,Niagara County,1330 95TH ST,212.00000,13.00000,0,0,Open
361203006321,GERMANTOWN ELEMENTARY SCHOOL,0,3,3,22,238,0,12,278.0,8.9600000,12526,Columbia County,123 MAIN ST,110.00000,12.00000,0,0,Open
361203006337,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,0,2,2,18,172,0,6,200.0,7.7000000,12526,Columbia County,123 MAIN ST,80.00000,4.00000,0,0,Open
362577003539,GEYSER ROAD ELEMENTARY SCHOOL,1,2,3,20,305,0,21,352.0,9.5300000,12866,Saratoga County,61 GEYSER RD,116.00000,9.00000,0,0,Open
362070002905,GIDNEY AVENUE MEMORIAL SCHOOL,3,6,135,571,54,0,33,802.0,12.0800000,12550,Orange County,300 GIDNEY AVE,524.00000,0.00000,0,0,Open
360246000016,GIFFEN MEMORIAL ELEMENTARY SCHOOL,3,28,228,92,30,0,25,406.0,12.5200000,12202,Albany County,274 S PEARL ST,336.00000,0.00000,0,0,Open
360475704759,GILBERTSVILLE-MOUNT UPTON ELEMENTARY SCHOOL,0,1,3,2,189,0,1,196.0,10.5500000,13776,Otsego County,693 STATE HWY 51,76.00000,0.00000,0,0,Open
360475704757,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,0,1,0,3,132,0,3,139.0,7.7500000,13776,Otsego County,PO BOX 356,76.00000,0.00000,0,0,Open
361212000970,GILBOA-CONESVILLE CENTRAL SCHOOL,0,5,2,3,265,0,1,276.0,12.8400000,12076,Schoharie County,132 WYCKOFF RD,104.00000,8.00000,0,0,Open
362121002998,GILLETTE ROAD MIDDLE SCHOOL,6,53,42,50,808,0,64,1025.0,12.3100000,13039,Onondaga County,6150 S BAY RD,337.00000,29.00000,0,0,Open
360558000287,GINTHER ELEMENTARY SCHOOL,1,2,22,71,437,0,31,564.0,14.1100000,14420,Monroe County,40 ALLEN ST,221.00000,17.00000,0,0,Open
360013605765,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,3,1,94,99,5,2,2,206.0,17.1700000,10009,New York County,442 E 12TH ST,179.00000,10.00000,0,1,Open
360098606161,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,5,5,248,344,10,8,7,627.0,16.9500000,10455,Bronx County,681 KELLY ST-RM 205,561.00000,15.00000,0,1,Open
360121706715,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,2,2,65,58,0,1,4,132.0,18.8600000,10468,Bronx County,124 EAMES PL,123.00000,3.00000,0,1,Open
361218000974,GLEN COVE HIGH SCHOOL,1,19,80,705,240,4,17,1066.0,11.0800000,11542,Nassau County,150 DOSORIS LN,535.00000,37.00000,0,0,Open
362637003611,GLEN HEAD ELEMENTARY SCHOOL,0,63,5,48,233,1,16,366.0,11.2400000,11545,Nassau County,7 SCHOOL ST,†,†,0,0,Open
362631004749,GLEN-WORDEN ELEMENTARY SCHOOL,0,5,11,19,170,1,0,206.0,9.1900000,12302,Schenectady County,30 WORDEN RD,44.00000,9.00000,0,0,Open
362088002956,GLENCLIFF SCHOOL,2,56,23,26,246,0,34,387.0,12.4600000,12148,Saratoga County,961 RIVERVIEW RD,96.00000,6.00000,0,0,Open
362631003605,GLENDAAL SCHOOL,0,0,4,11,195,0,0,210.0,10.5300000,12302,Schenectady County,774 SACANDAGA RD,38.00000,0.00000,0,0,Open
362850003827,GLENDALE ELEMENTARY SCHOOL,2,21,100,31,251,0,29,434.0,12.2300000,14150,Erie County,101 GLENDALE DR,136.00000,0.00000,0,0,Open
360414000178,GLENHAM SCHOOL,0,7,42,124,188,0,35,396.0,10.2600000,12524,Dutchess County,20 CHASE DR,130.00000,20.00000,0,0,Open
360471000214,GLENMONT ELEMENTARY SCHOOL,1,30,12,11,296,0,22,372.0,12.0400000,12077,Albany County,328 RTE 9W,52.00000,5.00000,0,0,Open
361347001104,GLENN H CURTISS MEMORIAL SCHOOL,0,0,0,4,194,0,6,204.0,9.4000000,14840,Steuben County,8272 MAIN ST,94.00000,7.00000,0,0,Open
361224000980,GLENS FALLS MIDDLE SCHOOL,0,7,12,31,511,0,49,612.0,9.2800000,12801,Warren County,20 QUADE ST,282.00000,0.00000,0,0,Open
361224000981,GLENS FALLS SENIOR HIGH SCHOOL,0,8,10,44,512,0,45,622.0,12.0400000,12801,Warren County,10 QUADE ST,248.00000,0.00000,0,0,Open
362961003987,GLENWOOD ELEMENTARY SCHOOL,0,11,11,11,254,0,14,301.0,10.2300000,13850,Broome County,337 JONES RD,96.00000,11.00000,0,0,Open
362637003612,GLENWOOD LANDING ELEMENTARY SCHOOL,0,59,0,37,287,0,23,406.0,10.0000000,11545,Nassau County,60 CODY AVE,†,†,0,0,Open
360107606315,GLOBAL COMMUNITY CHARTER SCHOOL,8,3,231,277,8,2,20,549.0,13.0700000,10037,New York County,2350 5TH AVE,481.00000,1.00000,0,1,Open
360006704861,GLOBAL CONCEPTS CHARTER SCHOOL,7,14,200,92,511,0,34,858.0,10.5900000,14218,Erie County,1001 RIDGE RD,525.00000,0.00000,0,1,Open
360007806146,GLOBAL LEARNING COLLABORATIVE (THE),4,6,73,284,20,0,5,393.0,11.7500000,10024,New York County,145 W 84TH ST,345.00000,9.00000,0,0,Open
361227000987,GLOVERSVILLE HIGH SCHOOL,0,6,40,64,522,1,48,682.0,11.4200000,12078,Fulton County,199 LINCOLN ST,489.00000,0.00000,0,0,Open
361227000986,GLOVERSVILLE MIDDLE SCHOOL,1,4,21,74,421,0,38,562.0,9.7500000,12078,Fulton County,PO BOX 593,405.00000,0.00000,0,0,Open
362532004329,GOLDEN HILL ELEMENTARY,5,6,23,94,200,1,10,339.0,12.3600000,10921,Orange County,PO DRAWER 57,113.00000,5.00000,0,0,Open
360012305883,GOLDIE MAPLE ACADEMY,5,3,223,78,6,5,2,322.0,10.1600000,11692,Queens County,3-65 BEACH 56TH ST,287.00000,7.00000,0,0,Open
360801001044,GOOSEHILL PRIMARY CENTER,0,7,1,15,173,0,12,208.0,13.9900000,11724,Suffolk County,75 GOOSE HILL RD,3.00000,0.00000,0,0,Open
360393003409,GORDON CREEK ELEMENTARY SCHOOL,0,3,10,33,374,0,32,452.0,10.9500000,12020,Saratoga County,50 WOOD RD,108.00000,5.00000,0,0,Open
360010105546,GORDON PARKS SCHOOL (THE),12,11,516,54,6,14,8,621.0,12.8700000,11422,Queens County,233-15 MERRICK BLVD,474.00000,17.00000,0,0,Open
361230000992,GORHAM ELEMENTARY SCHOOL,0,1,0,3,208,0,6,218.0,7.8000000,14561,Ontario County,2705 ROUTE 245,96.00000,22.00000,0,0,Open
363192004243,GORTON HIGH SCHOOL,3,32,236,702,80,1,26,1080.0,15.7100000,10703,Westchester County,100 SHONNARD PL,822.00000,28.00000,0,0,Open
361233000995,GOSHEN CENTRAL HIGH SCHOOL,1,47,63,173,692,1,18,996.0,12.4200000,10924,Orange County,222 SCOTCHTOWN AVE,274.00000,25.00000,0,0,Open
361233000996,GOSHEN INTERMEDIATE SCHOOL,0,17,39,139,405,0,11,611.0,12.1700000,10924,Orange County,13 MCNALLY ST,169.00000,11.00000,0,0,Open
361062000835,GOTHAM AVENUE SCHOOL,4,74,252,155,7,7,12,511.0,9.7400000,11003,Nassau County,181 GOTHAM AVE,283.00000,33.00000,0,0,Open
360008505186,GOTHAM COLLABORATIVE HIGH SCHOOL,7,10,83,186,13,2,0,301.0,8.7200000,10473,Bronx County,1980 LAFAYETTE AVE,269.00000,0.00000,0,0,Open
360009105927,GOTHAM PROFESSIONAL ARTS ACADEMY,3,3,171,58,5,0,3,243.0,10.5700000,11238,Kings County,561 GRAND AVE,197.00000,2.00000,0,0,Open
360010206756,GOTHAM TECH HIGH SCHOOL,9,27,7,94,26,0,2,165.0,10.6500000,11106,Queens County,28-01 41ST AVE,119.00000,6.00000,0,0,Open
361236001000,GOUVERNEUR ELEMENTARY SCHOOL,0,0,8,9,488,0,8,513.0,11.9300000,13642,St. Lawrence County,111 GLEASON ST,308.00000,14.00000,0,0,Open
361236001002,GOUVERNEUR HIGH SCHOOL,0,0,1,3,455,0,2,462.0,12.4700000,13642,St. Lawrence County,113 E BARNEY ST,242.00000,25.00000,0,0,Open
361236006655,GOUVERNEUR MIDDLE SCHOOL,1,0,3,15,425,0,3,447.0,9.7300000,13642,St. Lawrence County,25 WILSON ST,256.00000,25.00000,0,0,Open
362376003305,GOV GEORGE CLINTON SCHOOL,1,0,122,102,13,1,16,255.0,12.5400000,12601,Dutchess County,100 MONTGOMERY ST,192.00000,0.00000,0,0,Open
362667003635,GOWANA MIDDLE SCHOOL,0,52,13,41,598,0,41,745.0,12.6700000,12065,Saratoga County,970 RT 146,87.00000,10.00000,0,0,Open
361239001005,GOWANDA ELEMENTARY SCHOOL,103,0,2,22,266,0,57,450.0,8.6500000,14070,Erie County,10674 PROSPECT ST,254.00000,25.00000,0,0,Open
361239001007,GOWANDA HIGH SCHOOL,62,0,1,9,168,0,25,273.0,6.8700000,14070,Cattaraugus County,10674 PROSPECT ST,123.00000,9.00000,0,0,Open
361239004858,GOWANDA MIDDLE SCHOOL,73,0,0,13,209,0,34,329.0,9.0800000,14070,Cattaraugus County,10674 PROSPECT ST,180.00000,5.00000,0,0,Open
362010001833,GRAHAM SCHOOL,2,7,274,91,22,0,1,397.0,12.1200000,10553,Westchester County,421 E 5TH ST,250.00000,0.00000,0,0,Open
360007706077,GRAMERCY ARTS HIGH SCHOOL,2,25,149,260,58,2,14,511.0,12.3800000,10003,New York County,40 IRVING PL,374.00000,18.00000,0,0,Open
361170000934,GRANBY ELEMENTARY SCHOOL,4,1,3,68,367,0,6,449.0,14.6900000,13069,Oswego County,400 W 7TH ST N,262.00000,12.00000,0,0,Open
362928003939,GRAND AVENUE ELEMENTARY SCHOOL,1,4,137,149,0,0,7,298.0,9.9100000,11510,Nassau County,711 SCHOOL DR,164.00000,5.00000,0,0,Open
361902001722,GRAND AVENUE MIDDLE SCHOOL,2,100,21,155,596,1,22,897.0,11.8400000,11710,Nassau County,2301 GRAND AVE,100.00000,17.00000,0,0,Open
360011205672,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,8,29,185,459,12,6,2,701.0,16.6900000,10473,Bronx County,625 BOLTON AVE,512.00000,1.00000,0,1,Open
360702000494,GRAND ISLAND SENIOR HIGH SCHOOL,3,29,15,43,756,0,37,883.0,11.1700000,14072,Erie County,1100 RANSOM RD,209.00000,44.00000,0,0,Open
362781003771,GRANDVIEW ELEMENTARY SCHOOL,0,8,86,467,25,0,3,589.0,16.3600000,10952,Rockland County,151 GRANDVIEW AVE,443.00000,14.00000,0,0,Open
360008606121,GRANT AVENUE ELEMENTARY SCHOOL,7,7,86,251,14,0,3,368.0,10.4800000,10456,Bronx County,250 E 164TH ST,349.00000,4.00000,0,0,Open
362859003862,GRANT MIDDLE SCHOOL,14,127,226,71,119,1,43,601.0,10.3800000,13208,Onondaga County,2400 GRANT BLVD,557.00000,12.00000,0,0,Open
361245001010,GRANVILLE ELEMENTARY SCHOOL,1,1,5,2,244,0,4,257.0,13.2500000,12832,Washington County,61 QUAKER ST,144.00000,6.00000,0,0,Open
361245001011,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,1,5,5,8,478,0,17,514.0,10.1500000,12832,Washington County,58 QUAKER ST,229.00000,8.00000,0,0,Open
362706004257,GREAT HOLLOW MIDDLE SCHOOL,1,70,19,94,558,3,26,771.0,10.8600000,11767,Suffolk County,150 SOUTHERN BLVD,79.00000,9.00000,0,0,Open
361251001016,GREAT NECK NORTH HIGH SCHOOL,0,245,5,110,783,0,20,1163.0,8.9200000,11023,Nassau County,35 POLO RD,237.00000,35.00000,0,0,Open
361251001015,GREAT NECK NORTH MIDDLE SCHOOL,0,180,4,88,436,0,21,729.0,7.3200000,11023,Nassau County,77 POLO RD,138.00000,17.00000,0,0,Open
360831000612,GREAT NECK ROAD ELEMENTARY SCHOOL,3,17,108,286,28,1,7,450.0,15.9000000,11726,Suffolk County,1400 GREAT NECK RD,286.00000,7.00000,0,0,Open
361251001018,GREAT NECK SOUTH HIGH SCHOOL,0,995,12,94,186,0,34,1322.0,11.2400000,11020,Nassau County,341 LAKEVILLE RD,276.00000,27.00000,0,0,Open
361251001017,GREAT NECK SOUTH MIDDLE SCHOOL,1,613,7,75,91,0,40,827.0,9.6700000,11020,Nassau County,349 LAKEVILLE RD,143.00000,27.00000,0,0,Open
360012706473,GREATER BINGHAMTON HEALTH CENTER,0,0,0,2,8,0,0,10.0,†,13904,Broome County,425 ROBINSON ST,†,†,1,0,Open
362178003093,GREATER PLAINS ELEMENTARY SCHOOL,0,11,18,19,224,1,7,280.0,13.3800000,13820,Otsego County,60 W END AVE,108.00000,0.00000,0,0,Open
361263004770,GREECE COMMUNITY EARLY LEARNING CENTER,1,6,45,55,135,0,20,262.0,20.7400000,14616,Monroe County,1010 ENGLISH RD,98.00000,25.00000,0,0,Open
360963000733,GREEN MEADOW SCHOOL,0,10,7,22,305,0,23,367.0,10.3900000,12033,Rensselaer County,234 SCHUURMAN RD,69.00000,5.00000,0,0,Open
360094505946,GREEN TECH HIGH CHARTER SCHOOL,1,0,361,39,7,0,20,428.0,15.8500000,12202,Albany County,99 SLINGERLAND ST,394.00000,0.00000,0,1,Open
362595003562,GREENACRES SCHOOL,0,88,7,25,178,0,48,347.0,11.4100000,10583,Westchester County,41 HUNTINGTON AVE,†,†,0,0,Open
362798003792,GREENBURGH ACADEMY,0,5,45,74,12,0,8,144.0,6.5500000,10703,Westchester County,108 SHONNARD PL,15.00000,0.00000,1,0,Open
361014000343,GREENBURGH ELEVEN ELEMENTARY SCHOOL,0,0,8,4,0,0,0,12.0,1.8600000,10522,Westchester County,1 ECHO HILLS - BETHUNE BLDG #36,9.00000,0.00000,1,0,Open
361014000387,GREENBURGH ELEVEN HIGH SCHOOL,0,0,26,28,7,0,1,62.0,5.2100000,10522,Westchester County,1 ECHO HILLS-BETHUNE BLDG #36,58.00000,0.00000,1,0,Open
361014000454,GREENBURGH ELEVEN MIDDLE SCHOOL,0,0,5,6,1,0,0,12.0,2.2800000,10522,Westchester County,1 ECHO HILLS - BETHUNE BLDG #36,9.00000,0.00000,1,0,Open
361275001052,GREENE HIGH SCHOOL,2,3,4,8,247,1,1,266.0,11.3000000,13778,Chenango County,40 S CANAL ST,95.00000,0.00000,0,0,Open
361275001051,GREENE INTERMEDIATE SCHOOL,0,1,4,3,181,0,1,190.0,8.3800000,13778,Chenango County,105 ELEMENTARY LN,90.00000,2.00000,0,0,Open
361275004686,GREENE MIDDLE SCHOOL,0,2,4,5,192,0,0,203.0,9.1600000,13778,Chenango County,40 S CANAL ST,89.00000,1.00000,0,0,Open
361275001546,GREENE PRIMARY SCHOOL,0,0,1,8,235,1,2,247.0,10.4500000,13778,Chenango County,127 ELEMENTARY LN,103.00000,3.00000,0,0,Open
362577003540,GREENFIELD ELEMENTARY SCHOOL,0,0,5,15,347,0,22,389.0,11.4200000,12833,Saratoga County,3180 RT 9N,140.00000,8.00000,0,0,Open
360381000124,GREENLAWN ELEMENTARY SCHOOL,0,1,1,14,252,1,12,281.0,12.9700000,13733,Chenango County,43 GREENLAWN AVE,142.00000,3.00000,0,0,Open
361284001053,GREENPORT ELEMENTARY SCHOOL,0,3,14,228,60,0,21,326.0,12.2600000,11944,Suffolk County,720 FRONT ST,187.00000,14.00000,0,0,Open
361284001054,GREENPORT HIGH SCHOOL,0,0,21,195,101,0,18,335.0,10.0300000,11944,Suffolk County,720 FRONT ST,196.00000,19.00000,0,0,Open
361008000786,GREENVALE SCHOOL,1,102,9,62,309,0,8,491.0,12.1200000,10583,Westchester County,1 GABRIEL RESCIGNO DR,†,†,0,0,Open
361287001056,GREENVILLE HIGH SCHOOL,0,2,3,8,323,1,9,346.0,8.8600000,12083,Greene County,PO BOX 129,108.00000,0.00000,0,0,Open
361287003484,GREENVILLE MIDDLE SCHOOL,0,1,1,5,238,0,3,249.0,10.2400000,12083,Greene County,PO BOX 129,95.00000,0.00000,0,0,Open
361020004551,GREENVILLE SCHOOL,0,210,19,61,188,0,53,532.0,11.3400000,10583,Westchester County,100 GLENDALE RD,†,†,0,0,Open
361290001057,GREENWICH ELEMENTARY SCHOOL,0,4,10,8,444,0,0,466.0,12.9400000,12834,Washington County,10 GRAY AVE,174.00000,12.00000,0,0,Open
361290001058,GREENWICH JUNIOR-SENIOR HIGH SCHOOL,0,5,7,11,372,0,2,397.0,8.6300000,12834,Washington County,10 GRAY AVE,119.00000,11.00000,0,0,Open
361296004389,GREENWOOD LAKE ELEMENTARY SCHOOL,2,2,7,40,135,0,5,191.0,11.8900000,10925,Orange County,PO BOX 8,35.00000,12.00000,0,0,Open
361296001060,GREENWOOD LAKE MIDDLE SCHOOL,0,8,5,74,158,0,11,256.0,8.0900000,10950,Orange County,1247 LAKES RD,73.00000,6.00000,0,0,Open
360008301265,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,0,0,0,593,0,0,32,627.0,14.3200000,10032,New York County,501 W 165TH ST,547.00000,1.00000,0,0,Open
360108701787,GREGORY B JARVIS MIDDLE SCHOOL,0,5,10,26,571,0,22,634.0,11.0600000,13407,Herkimer County,28 GROVE ST,347.00000,18.00000,0,0,Open
360012102794,GREGORY JOCKO JACKSON-SPORTS-ARTS,1,0,137,72,5,1,1,217.0,11.6100000,11212,Kings County,213 OSBORN ST,209.00000,3.00000,0,0,Open
361218000975,GRIBBIN SCHOOL,0,11,20,225,77,0,8,341.0,10.9500000,11542,Nassau County,100 SEAMAN RD,161.00000,30.00000,0,0,Open
361299001064,GRIFFITH INSTITUTE HIGH SCHOOL,4,4,3,13,473,0,5,502.0,11.5100000,14141,Erie County,290 N BUFFALO ST,161.00000,11.00000,0,0,Open
361299001065,GRIFFITH INSTITUTE MIDDLE SCHOOL,4,1,6,8,337,1,9,366.0,9.7500000,14141,Erie County,267 NEWMAN ST,115.00000,23.00000,0,0,Open
362010001845,GRIMES SCHOOL,1,7,235,97,2,1,4,348.0,9.9200000,10550,Westchester County,58 S 10TH AVE,†,†,0,0,Open
361302001067,GROTON ELEMENTARY SCHOOL,1,4,1,29,321,0,19,375.0,14.4200000,13073,Tompkins County,516 ELM ST,171.00000,5.00000,0,0,Open
361302001068,GROTON JUNIOR/SENIOR HIGH SCHOOL,0,4,7,8,351,1,18,389.0,10.1000000,13073,Tompkins County,400 PERU RD,176.00000,6.00000,0,0,Open
360009801959,GROVER CLEVELAND HIGH SCHOOL,9,103,55,"1,119",239,5,6,1536.0,14.0600000,11385,Queens County,21-27 HIMROD ST,1156.00000,16.00000,0,0,Open
360098706124,GROWING UP GREEN CHARTER SCHOOL,10,48,128,394,138,2,47,767.0,10.1600000,11101,Queens County,39-27 28TH ST,†,†,0,1,Open
360115206577,GROWING UP GREEN CHARTER SCHOOL II,23,83,391,242,15,4,17,775.0,8.8100000,11432,Queens County,84-35 152ND ST,†,†,0,1,Open
362535003501,GRUNDY AVENUE SCHOOL,0,14,7,109,308,2,20,460.0,12.9700000,11741,Suffolk County,950 GRUNDY AVE,117.00000,9.00000,0,0,Open
360765000547,GUARDINO ELEMENTARY SCHOOL,0,2,1,2,248,0,10,263.0,11.0100000,13624,Jefferson County,PO BOX 1000,86.00000,11.00000,0,0,Open
362358003290,GUGGENHEIM ELEMENTARY SCHOOL,0,55,5,113,280,2,32,487.0,10.7600000,11050,Nassau County,POPLAR PL,78.00000,7.00000,0,0,Open
361308004589,GUILDERLAND ELEMENTARY SCHOOL,0,103,25,39,281,2,24,474.0,10.4100000,12084,Albany County,2225 WESTERN AVE,87.00000,9.00000,0,0,Open
361308001070,GUILDERLAND HIGH SCHOOL,3,222,92,93,"1,012",1,59,1484.0,11.4100000,12085,Albany County,PO BOX 37,337.00000,21.00000,0,0,Open
360381000125,GUILFORD ELEMENTARY SCHOOL,0,1,2,1,122,0,2,128.0,12.3900000,13780,Chenango County,138 SCHOOL ST,46.00000,0.00000,0,0,Open
362322003250,H B MATTLIN MIDDLE SCHOOL,0,231,0,51,489,0,15,786.0,10.7100000,11803,Nassau County,100 WASHINGTON AVE,89.00000,10.00000,0,0,Open
362856003838,H B THOMPSON MIDDLE SCHOOL,1,484,7,36,405,1,21,955.0,9.5200000,11791,Nassau County,98 ANN DR,120.00000,12.00000,0,0,Open
360606000391,H C CRITTENDEN MIDDLE SCHOOL,0,38,5,36,384,2,36,501.0,9.1900000,10504,Westchester County,10 MACDONALD AVE,†,†,0,0,Open
360647000428,H C WILLIAMS SENIOR HIGH SCHOOL,0,5,0,2,324,0,9,340.0,8.8700000,13617,St. Lawrence County,99 STATE ST,143.00000,7.00000,0,0,Open
362652003628,H FRANK CAREY HIGH SCHOOL,5,255,53,409,850,2,18,1594.0,14.1900000,11010,Nassau County,230 POPPY AVE,287.00000,14.00000,0,0,Open
361311001075,HADLEY-LUZERNE JUNIOR-SENIOR HIGH SCHOOL,0,5,1,8,280,0,0,294.0,7.2500000,12846,Warren County,PO BOX 200,145.00000,12.00000,0,0,Open
360650000430,HAGAN SCHOOL,0,50,43,50,204,0,17,364.0,11.8100000,12603,Dutchess County,42 HAGAN DR,76.00000,16.00000,0,0,Open
361323001078,HALDANE ELEMENTARY SCHOOL,0,7,3,35,241,0,16,302.0,9.3900000,10516,Putnam County,15 CRAIGSIDE DR,46.00000,0.00000,0,0,Open
361323001079,HALDANE HIGH SCHOOL,0,13,4,36,254,1,4,312.0,10.7600000,10516,Putnam County,15 CRAIGSIDE DR,37.00000,5.00000,0,0,Open
361323006653,HALDANE MIDDLE SCHOOL,0,9,4,24,132,0,3,172.0,8.4900000,10516,Putnam County,15 CRAIGSIDE DR,18.00000,3.00000,0,0,Open
361329001084,HALF HOLLOW HILLS HIGH SCHOOL EAST,1,272,204,208,690,0,65,1440.0,9.8600000,11746,Suffolk County,50 VANDERBILT PKY,385.00000,21.00000,0,0,Open
361329001085,HALF HOLLOW HILLS HIGH SCHOOL WEST,5,239,155,130,420,0,40,989.0,9.4600000,11746,Suffolk County,375 WOLF HILL RD,268.00000,20.00000,0,0,Open
360471000215,HAMAGRAEL ELEMENTARY SCHOOL,0,9,10,15,268,0,29,331.0,11.0700000,12054,Albany County,1 MCGUFFEY LN,44.00000,3.00000,0,0,Open
361335001099,HAMBURG HIGH SCHOOL,2,7,10,30,919,1,27,996.0,12.0000000,14075,Erie County,4111 LEGION DR,208.00000,26.00000,0,0,Open
361335001098,HAMBURG MIDDLE SCHOOL,5,6,8,25,687,2,18,751.0,9.7500000,14075,Erie County,360 DIVISION ST,167.00000,29.00000,0,0,Open
361338004771,HAMILTON ELEMENTARY SCHOOL,0,5,5,6,241,0,7,264.0,12.4200000,13346,Madison County,47 W KENDRICK AVE,68.00000,6.00000,0,0,Open
362601003578,HAMILTON ELEMENTARY SCHOOL,4,92,94,135,59,2,43,429.0,11.1200000,12303,Schenectady County,1091 WEBSTER ST,333.00000,0.00000,0,0,Open
360008306530,HAMILTON GRANGE MIDDLE SCHOOL,2,4,36,233,31,0,4,310.0,9.3800000,10031,New York County,500 W 138TH ST,253.00000,7.00000,0,0,Open
361338001102,HAMILTON JUNIOR-SENIOR HIGH SCHOOL,0,11,9,5,269,0,4,298.0,10.7700000,13346,Madison County,47 W KENDRICK AVE,86.00000,3.00000,0,0,Open
362010001835,HAMILTON SCHOOL,0,2,143,155,10,1,2,313.0,8.3800000,10550,Westchester County,20 OAK ST,†,†,0,0,Open
368040004636,HAMILTON-FULTON-MONTGOMERY BOCES,1,4,13,62,354,0,19,454.0,6.2500000,12095,Montgomery County,2755 STATE HWY 67,†,†,1,0,Open
361344004511,HAMMOND CENTRAL SCHOOL,0,0,0,0,223,0,5,228.0,8.6200000,13646,St. Lawrence County,PO BOX 185,113.00000,16.00000,0,0,Open
361347001105,HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL,0,0,0,8,178,0,13,199.0,8.9300000,14840,Steuben County,8272 MAIN ST,97.00000,3.00000,0,0,Open
361353001107,HAMPTON BAYS ELEMENTARY SCHOOL,1,4,1,449,207,1,2,665.0,10.9400000,11946,Suffolk County,72 PONQUOGUE AVE,365.00000,42.00000,0,0,Open
361353001108,HAMPTON BAYS HIGH SCHOOL,2,8,3,500,236,0,6,755.0,11.3700000,11946,Suffolk County,88 ARGONNE RD,425.00000,36.00000,0,0,Open
361353006043,HAMPTON BAYS MIDDLE SCHOOL,0,6,3,375,187,0,7,578.0,9.9200000,11946,Suffolk County,70 PONQUOGUE AVE,345.00000,49.00000,0,0,Open
361950001777,HAMPTON STREET SCHOOL,0,54,7,129,111,0,18,319.0,12.3500000,11501,Nassau County,10 HAMPTON ST,103.00000,10.00000,0,0,Open
361356001109,HANCOCK ELEMENTARY SCHOOL,0,0,4,3,85,0,0,92.0,11.0400000,13783,Delaware County,206 WILDCAT DR,32.00000,0.00000,0,0,Open
361356001110,HANCOCK JUNIOR-SENIOR HIGH SCHOOL,0,3,7,13,180,0,0,203.0,7.6100000,13783,Delaware County,67 EDUCATION LN,73.00000,0.00000,0,0,Open
361359001113,HANNIBAL HIGH SCHOOL,1,1,1,12,358,1,6,380.0,11.4000000,13074,Oswego County,928 CAYUGA ST,235.00000,6.00000,0,0,Open
362505003469,HARBOR HILL SCHOOL,0,125,8,51,376,0,19,579.0,12.7900000,11548,Nassau County,3 GLEN COVE RD,61.00000,4.00000,0,0,Open
360004704413,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,2,0,85,147,0,1,2,238.0,10.8200000,10029,New York County,132-142 E 111TH ST,204.00000,1.00000,0,1,Open
360010306445,HARBOR VIEW SCHOOL (THE),0,10,104,110,31,0,12,267.0,8.7700000,10301,Richmond County,300 RICHMOND TERR,183.00000,11.00000,0,0,Open
